Title,Year,Budget,Score,Metascore,Genre,Genre1,Genre2,Genre3,Vote,Director,Runtime,Revenue,Description
Drishyam,2015, ,8.3,,"Crime, Drama, Thriller",Crime, Drama, Thriller,50166,Nishikant Kamat,163,740000.00,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime."
Drishyam,2013, ,8.8,,"Crime, Drama, Thriller",Crime, Drama, Thriller,21640,Jeethu Joseph,160,180000.00,A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.
Drive,2011,15000000.00,7.8,78,"Crime, Drama",Crime, Drama,,504604,Nicolas Winding Refn,100,35060000.00,A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.
Drive Angry,2011,50000000.00,5.4,44,"Action, Fantasy, Thriller",Action, Fantasy, Thriller,88502,Patrick Lussier,104,10710000.00,A vengeful father escapes from hell and chases after the men who killed his daughter and kidnapped his granddaughter.
Drive Me Crazy,1999, ,5.7,42,"Comedy, Drama, Romance",Comedy, Drama, Romance,16554,John Schultz,91,17850000.00,Nicole (Melissa Joan Hart) and Chase (Adrian Grenier) are neighbors but are from two very different worlds. Despite their differences their love lives have a common theme. Their most recent...                See full summary?˜??
Driven,2001,72000000.00,4.6,29,"Action, Drama, Sport",Action, Drama, Sport,36920,Renny Harlin,116,32620000.00,A young hot shot driver is in the middle of a championship season and is coming apart at the seams. A former CART champion is called in to give him guidance.
Driving Aphrodite,2009, ,5.9,34,"Comedy, Romance",Comedy, Romance,,16899,Donald Petrie,95,8660000.00,A travel guide rediscovers her romantic side on a trip around Greece.
Driving Lessons,2006, ,6.8,56,"Comedy, Drama",Comedy, Drama,,10171,Jeremy Brock,98,240000.00,A coming of age story about a shy teenage boy trying to escape from the influence of his domineering mother. His world changes when he begins to work for a retired actress.
Driving Miss Daisy,1989, ,7.4,81,Drama,Drama,,,85763,Bruce Beresford,99,106590000.00,An old Jewish woman and her African-American chauffeur in the American South have a relationship that grows and improves over the years.
Drop Dead Fred,1991, ,5.9,,"Comedy, Drama, Fantasy",Comedy, Drama, Fantasy,24189,Ate de Jong,103,43880000.00,A young woman finds her already unstable life rocked by the presence of a rambunctious imaginary friend from childhood.
Drop Dead Gorgeous,1999,10000000.00,6.6,28,"Comedy, Romance, Thriller",Comedy, Romance, Thriller,29409,Michael Patrick Jann,97,10560000.00,A small-town beauty pageant turns deadly as it becomes clear that someone will go to any lengths to win.
Drop Zone,1994, ,5.6,,"Action, Adventure, Thriller",Action, Adventure, Thriller,17540,John Badham,101,28720000.00,A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.
Drowning by Numbers,1988, ,7.3,,"Comedy, Drama",Comedy, Drama,,7105,Peter Greenaway,118,420000.00,"Three generations of women all share the same problem: marriage woes, and they want to put an end to it."
Drowning Mona,2000,16000000.00,5.6,25,"Comedy, Crime, Mystery",Comedy, Crime, Mystery,12483,Nick Gomez,96,15430000.00,"When a woman drives a car into the river to her death, everyone in town becomes a suspect."
Drugstore Cowboy,1989, ,7.4,82,"Crime, Drama",Crime, Drama,,28698,Gus Van Sant,101,4730000.00,A pharmacy-robbing dope fiend and his crew pop pills and evade the law.
Drumline,2002,20000000.00,5.7,63,"Comedy, Drama, Romance",Comedy, Drama, Romance,31160,Charles Stone III,118,56400000.00,A band director recruits a Harlem street drummer to play at a Southern university.
Drunken Angel,1948, ,7.8,,"Crime, Drama, Romance",Crime, Drama, Romance,8261,Akira Kurosawa,98,0.00,A drunken doctor with a hot temper and a violence-prone gangster with tuberculosis form a quicksilver bond.
Drunken Master,1978, ,7.6,,"Action, Comedy",Action, Comedy,,30745,Woo-Ping Yuen,111,0.00,"Wong Fei-Hung (Jackie Chan) is a mischievous, yet righteous young man, but after a series of incidents, his frustrated father has him disciplined by Beggar So (Siu Tin Yuen), a Master of drunken martial arts."
D-Tox,2002, ,5.3,,"Crime, Horror, Mystery",Crime, Horror, Mystery,21687,Jim Gillespie,96,80000.00,A lead detective being stalked by a serial killer is asked to check into a clinic treating law enforcement officials who can't face their jobs.
Du zhan,2012, ,7,86,"Action, Crime, Drama",Action, Crime, Drama,8246,Johnnie To,107,130000.00,A drug cartel boss who is arrested in a raid is coerced into betraying his former accomplices as part of an undercover operation.
Duck Soup,1933, ,8,,"Comedy, Musical, War",Comedy, Musical, War,51170,Leo McCarey,68,0.00,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.
DuckTales the Movie: Treasure of the Lost Lamp,1990, ,6.9,,"Animation, Adventure, Comedy",Animation, Adventure, Comedy,22542,Bob Hathcock,74,18120000.00,"Scrooge McDuck takes Huey, Dewey, and Louie to Egypt to find a pyramid and magic lamp."
"Dude, Where's My Car?",2000,13000000.00,5.5,30,"Comedy, Mystery, Sci-Fi",Comedy, Mystery, Sci-Fi,126454,Danny Leiner,83,46730000.00,Two potheads wake up after a night of partying and cannot remember where they parked their car.
Dudley Do-Right,1999,22000000.00,3.9,44,"Comedy, Family, Romance",Comedy, Family, Romance,8970,Hugh Wilson,77,9690000.00,Inept Canadian mountie Dudley Do-Right chases after villian Snidely Whiplash and woos girlfriend Nell Fenwick.
Due Date,2010,65000000.00,6.6,51,"Adventure, Comedy, Drama",Adventure, Comedy, Drama,297521,Todd Phillips,95,100540000.00,High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.
Duel in the Sun,1946, ,6.9,,"Drama, Romance, Western",Drama, Romance, Western,7223,King Vidor,129,20410000.00,"Beautiful half-breed Pearl Chavez becomes the ward of her dead father's first love and finds herself torn between her sons, one good and the other bad."
Duets,2000,16000000.00,6,40,"Comedy, Drama, Music",Comedy, Drama, Music,8690,Bruce Paltrow,112,4730000.00,"A professional karaoke hustler reconnects with his daughter and a bored suburban businessman turns outlaw karaoke singer, among other plotlines."
Dum Laga Ke Haisha,2015, ,7.5,,"Comedy, Drama, Romance",Comedy, Drama, Romance,13636,Sharat Katariya,110,0.00,Prem and his oversized wife Sandhya are supposed to spend a lifetime together. Will a regular arranged marriage turn out to be a perfect mismatch?
Duma,2005,12000000.00,7.3,82,"Adventure, Drama, Family",Adventure, Drama, Family,7128,Carroll Ballard,100,860000.00,An orphaned cheetah becomes the best friend and pet of a young boy living in South Africa.
Dumb and Dumber,1994, ,7.3,41,Comedy,Comedy,,,320947,Peter Farrelly,107,127180000.00,The cross-country adventures of 2 good-hearted but incredibly stupid friends.
Dumb and Dumber To,2014,40000000.00,5.6,36,"Adventure, Comedy",Adventure, Comedy,,114353,Bobby Farrelly,109,86210000.00,"20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption."
Dumb and Dumberer: When Harry Met Lloyd,2003,30000000.00,3.4,19,Comedy,Comedy,,,33499,Troy Miller,85,26280000.00,Set back in the 80s when Harry met Lloyd in high school where they cross paths with a mean principal and a bunch of other outcasts much like themselves.
Dumbo,1941,170000000.00,7.3,98,"Animation, Drama, Family",Animation, Drama, Family,102098,Samuel Armstrong,64,1600000.00,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential."
Dummy,2002, ,6.8,48,"Comedy, Drama, Romance",Comedy, Drama, Romance,6119,Greg Pritikin,91,70000.00,"An ex-office worker becomes a ventriloquist, leading to a date with his unemployment counselor; but his quirky family and a gauche female friend may thwart his new career and love life."
Dune,1984,45000000.00,6.6,40,"Action, Adventure, Sci-Fi",Action, Adventure, Sci-Fi,108212,David Lynch,137,30930000.00,A Duke's son leads desert warriors against the galactic emperor and his father's evil nemesis when they assassinate his father and free their desert world from the emperor's rule.
Dung che sai duk,1994, ,7.2,69,"Action, Drama",Action, Drama,,11601,Kar-Wai Wong,100,170000.00,A broken-hearted hit man moves to the desert where he finds skilled swordsmen to carry out his contract killings.
Dungeons & Dragons,2000, ,3.7,14,"Action, Adventure, Fantasy",Action, Adventure, Fantasy,29694,Courtney Solomon,107,15220000.00,"Profion, a tyrant, attempts to overthrow a peaceful kingdom ruled by a tough empress."
Dunkirk,2017,150000000.00,7.9,94,"Action, Drama, History",Action, Drama, History,426292,Christopher Nolan,106,188370000.00,"Allied soldiers from Belgium, the British Empire and France are surrounded by the German Army, and evacuated during a fierce battle in World War II."
Dunston Checks In,1996, ,5.3,54,"Comedy, Adventure, Family",Comedy, Adventure, Family,10784,Ken Kwapis,88,9870000.00,A young boy befriends a larcenous orangutan in a luxury hotel.
Dupa dealuri,2012, ,7.6,79,Drama,Drama,,,10339,Cristian Mungiu,152,110000.00,"The friendship between two young women who grew up in the same orphanage; one has found refuge at a convent in Romania and refuses to leave with her friend, who now lives in Germany."
Duplex,2003,40000000.00,5.9,50,Comedy,Comedy,,,50933,Danny DeVito,89,9690000.00,"A young couple has a chance to move into a gorgeous duplex in the perfect New York neighborhood. All they have to do is bump off the current tenant, a cute little old lady."
Duplicate,1998, ,5.6,,"Action, Comedy, Crime",Action, Comedy, Crime,6116,Mahesh Bhatt,164,0.00,"In order to evade the law, a ruthless don tries to kill his lookalike; a chef and takes his place."
Duplicity,2009,60000000.00,6.2,69,"Comedy, Crime, Romance",Comedy, Crime, Romance,44566,Tony Gilroy,125,40570000.00,"Two ex-government agents turned rival industrial spies have to be at the top of their game when one of their companies prepares to launch a major product. However, they distract each other in more ways than one."
Durak,2014, ,8,83,"Crime, Drama, Thriller",Crime, Drama, Thriller,7432,Yuriy Bykov,116,0.00,"Dima Nikitin is an ordinary honest plumber who suddenly decides to face the corrupt system of local politics in order to save the lives of 800 inhabitants of an old dormitory, which is about to collapse."
Dutch,1991, ,6.4,,"Comedy, Drama",Comedy, Drama,,10509,Peter Faiman,107,4600000.00,"To get to know his girlfriend's son, a working-class good guy volunteers to pick him up from a prep school, only to learn that her son isn't the nicest kid."
Dying of the Light,2014, ,4.4,31,"Drama, Thriller",Drama, Thriller,,8550,Paul Schrader,94,0.00,"When a devastating illness threatens to end Evan Lake's career in the C.I.A., he goes rogue to hunt down a terrorist who tortured him during a mission gone awry years ago."
Dying Young,1991, ,6,,"Drama, Romance",Drama, Romance,,13329,Joel Schumacher,111,33670000.00,"After she discovers that her boyfriend has betrayed her, Hilary O'Neil is looking for a new start and a new job. She begins to work as a private nurse for a young man suffering from blood ...                See full summary?˜??"
Dylan Dog: Dead of Night,2010,20000000.00,5.1,31,"Action, Comedy, Crime",Action, Comedy, Crime,13902,Kevin Munroe,107,1180000.00,"The adventures of supernatural private investigator, Dylan Dog, who seeks out the monsters of the Louisiana bayou in his signature red shirt, black jacket, and blue jeans."
Dzien swira,2002, ,8.2,,"Comedy, Drama, Romance",Comedy, Drama, Romance,7041,Marek Koterski,93,0.00,24 hours in the bitter life of a frustrated divorced teacher who stays in the vicious circle of his numerous obsessions.
E.T. the Extra-Terrestrial,1982,10500000.00,7.9,91,"Family, Sci-Fi",Family, Sci-Fi,,325439,Steven Spielberg,115,435110000.00,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.
Eagle Eye,2008,80000000.00,6.6,43,"Action, Mystery, Thriller",Action, Mystery, Thriller,163954,D.J. Caruso,118,101110000.00,"Jerry and Rachel are two strangers thrown together by a mysterious phone call from a woman they have never met. Threatening their lives and family, she pushes Jerry and Rachel into a series of increasingly dangerous situations, using the technology of everyday life to track and control their every move."
Eagle vs Shark,2007, ,6.8,55,"Comedy, Romance",Comedy, Romance,,19818,Taika Waititi,88,220000.00,"Eagle vs Shark is the tale of two socially awkward misfits and the strange ways they try to find love; through revenge on high-school bullies, burgers, and video games."
Early Man,2018,50000000.00,6.1,68,"Animation, Adventure, Comedy",Animation, Adventure, Comedy,12504,Nick Park,89,8270000.00,"Set at the dawn of time, when prehistoric creatures and woolly mammoths roamed the earth, Early Man tells the story of Dug, along with sidekick Hognob as they unite his tribe against a mighty enemy Lord Nooth and his Bronze Age City to save their home."
